gender,marital_status,product_family,product_department,product_category,month_of_year,quarter,the_year,store_sales,store_cost,unit_sales,customer_count,fact_count
F,M,Food,Frozen Foods,Frozen Entrees,7,Q3,1997,114.73,43.5003,49,16,16
F,M,Food,Frozen Foods,Frozen Entrees,8,Q3,1997,172.4,75.1511,67,19,19
F,M,Food,Frozen Foods,Frozen Entrees,9,Q3,1997,60.15,25.9607,28,10,10
F,M,Food,Frozen Foods,Frozen Entrees,10,Q4,1997,146.97,60.3934,64,20,20
F,M,Food,Frozen Foods,Frozen Entrees,11,Q4,1997,97.6,39.8833,46,15,15
F,M,Food,Frozen Foods,Frozen Entrees,12,Q4,1997,145.04,57.5035,69,22,24
F,M,Food,Frozen Foods,Meat,1,Q1,1997,97.33,38.903,32,11,12
F,M,Food,Frozen Foods,Meat,2,Q1,1997,70.64,26.5561,33,12,12
F,M,Food,Frozen Foods,Meat,3,Q1,1997,160.61,60.1419,78,25,26
F,M,Food,Frozen Foods,Meat,4,Q2,1997,155.54,65.0604,60,19,20
F,M,Food,Frozen Foods,Meat,5,Q2,1997,113.17,42.7634,55,19,19
F,M,Food,Frozen Foods,Meat,6,Q2,1997,157.74,65.4511,60,18,19
F,M,Food,Frozen Foods,Meat,7,Q3,1997,236.93,94.5347,90,26,27
F,M,Food,Frozen Foods,Meat,8,Q3,1997,125.57,47.0387,46,15,15
F,M,Food,Frozen Foods,Meat,9,Q3,1997,161.45,63.8701,72,21,22
F,M,Food,Frozen Foods,Meat,10,Q4,1997,76.96,30.5438,37,13,13
F,M,Food,Frozen Foods,Meat,11,Q4,1997,103.84,42.2475,44,15,15
F,M,Food,Frozen Foods,Meat,12,Q4,1997,103.91,41.1756,43,14,14
F,M,Food,Frozen Foods,Pizza,1,Q1,1997,148.37,58.3641,58,20,20
F,M,Food,Frozen Foods,Pizza,2,Q1,1997,116.71,44.0143,62,19,19
F,M,Food,Frozen Foods,Pizza,3,Q1,1997,106.07,40.322,57,16,18
F,M,Food,Frozen Foods,Pizza,4,Q2,1997,147.22,59.2316,63,21,22
F,M,Food,Frozen Foods,Pizza,5,Q2,1997,231.38,95.6456,102,32,34
F,M,Food,Frozen Foods,Pizza,6,Q2,1997,79.55,33.9104,43,14,15
F,M,Food,Frozen Foods,Pizza,7,Q3,1997,124.81,50.1099,76,26,26
F,M,Food,Frozen Foods,Pizza,8,Q3,1997,134.43,51.8082,66,21,22
F,M,Food,Frozen Foods,Pizza,9,Q3,1997,121.45,48.7487,50,16,16
F,M,Food,Frozen Foods,Pizza,10,Q4,1997,117.27,47.5236,59,20,20
F,M,Food,Frozen Foods,Pizza,11,Q4,1997,241.76,100.372,108,32,34
F,M,Food,Frozen Foods,Pizza,12,Q4,1997,164.45,67.0487,90,29,29
F,M,Food,Frozen Foods,Vegetables,1,Q1,1997,219.43,88.428,115,32,35
F,M,Food,Frozen Foods,Vegetables,2,Q1,1997,233.81,95.236,111,37,37
F,M,Food,Frozen Foods,Vegetables,3,Q1,1997,272.68,106.116,127,39,42
F,M,Food,Frozen Foods,Vegetables,4,Q2,1997,276.34,106.6527,118,37,38
F,M,Food,Frozen Foods,Vegetables,5,Q2,1997,391.02,155.4624,170,54,59
F,M,Food,Frozen Foods,Vegetables,6,Q2,1997,246.08,107.5664,115,30,33
F,M,Food,Frozen Foods,Vegetables,7,Q3,1997,385.62,148.6764,182,56,61
F,M,Food,Frozen Foods,Vegetables,8,Q3,1997,321.78,128.1301,152,42,50
F,M,Food,Frozen Foods,Vegetables,9,Q3,1997,276.94,109.2947,137,40,42
F,M,Food,Frozen Foods,Vegetables,10,Q4,1997,308.87,124.3897,132,39,42
F,M,Food,Frozen Foods,Vegetables,11,Q4,1997,255.14,98.2711,127,39,41
F,M,Food,Frozen Foods,Vegetables,12,Q4,1997,387.57,157.937,169,53,58
F,M,Food,Meat,Meat,1,Q1,1997,73.07,28.8964,39,14,14
F,M,Food,Meat,Meat,2,Q1,1997,38.19,17.1063,16,5,5
F,M,Food,Meat,Meat,3,Q1,1997,41.14,15.508,15,4,4
F,M,Food,Meat,Meat,4,Q2,1997,75.81,30.309,41,14,14
F,M,Food,Meat,Meat,5,Q2,1997,55.51,21.7978,30,10,10
F,M,Food,Meat,Meat,6,Q2,1997,61.48,22.9244,29,10,10
F,M,Food,Meat,Meat,7,Q3,1997,92.16,37.9486,46,13,13
F,M,Food,Meat,Meat,8,Q3,1997,100.1,42.791,38,13,14
F,M,Food,Meat,Meat,9,Q3,1997,77.98,30.0776,35,9,10
F,M,Food,Meat,Meat,10,Q4,1997,64.73,27.6767,28,8,9
F,M,Food,Meat,Meat,11,Q4,1997,117.09,43.5487,53,15,16
F,M,Food,Meat,Meat,12,Q4,1997,86.58,34.6721,36,12,12
F,M,Food,Produce,Fruit,1,Q1,1997,557.34,217.8634,249,74,85
F,M,Food,Produce,Fruit,2,Q1,1997,586.8,233.6364,271,70,86
F,M,Food,Produce,Fruit,3,Q1,1997,431.88,175.8373,189,54,61
F,M,Food,Produce,Fruit,4,Q2,1997,387,154.6614,175,52,56
F,M,Food,Produce,Fruit,5,Q2,1997,483.81,191.0524,230,65,73
F,M,Food,Produce,Fruit,6,Q2,1997,503.72,203.8188,223,62,72
F,M,Food,Produce,Fruit,7,Q3,1997,630.81,254.2664,291,79,91
F,M,Food,Produce,Fruit,8,Q3,1997,590.42,231.9667,251,75,81
F,M,Food,Produce,Fruit,9,Q3,1997,497.95,192.1116,237,59,75
F,M,Food,Produce,Fruit,10,Q4,1997,371.68,145.216,178,55,60
F,M,Food,Produce,Fruit,11,Q4,1997,565.08,222.0937,260,72,85
F,M,Food,Produce,Fruit,12,Q4,1997,537.12,213.4269,258,81,88
F,M,Food,Produce,Packaged Vegetables,1,Q1,1997,42.62,18.7376,21,7,7
F,M,Food,Produce,Packaged Vegetables,2,Q1,1997,3.34,1.67,2,1,1
F,M,Food,Produce,Packaged Vegetables,3,Q1,1997,34.53,14.9038,16,6,6
F,M,Food,Produce,Packaged Vegetables,4,Q2,1997,45.48,17.3134,19,6,6
F,M,Food,Produce,Packaged Vegetables,5,Q2,1997,59.38,20.8182,28,8,8
F,M,Food,Produce,Packaged Vegetables,7,Q3,1997,72.08,33.2735,31,11,11
F,M,Food,Produce,Packaged Vegetables,8,Q3,1997,69.14,27.1335,34,11,11
F,M,Food,Produce,Packaged Vegetables,9,Q3,1997,40.3,15.7767,18,5,6
F,M,Food,Produce,Packaged Vegetables,10,Q4,1997,31.81,13.3361,13,4,4
F,M,Food,Produce,Packaged Vegetables,11,Q4,1997,26.41,11.1252,13,4,4
F,M,Food,Produce,Packaged Vegetables,12,Q4,1997,37.82,16.4179,16,5,5
F,M,Food,Produce,Specialty,1,Q1,1997,203.78,81.0807,91,26,28
F,M,Food,Produce,Specialty,2,Q1,1997,234.83,91.452,118,34,36
F,M,Food,Produce,Specialty,3,Q1,1997,159.06,66.1454,79,26,27
F,M,Food,Produce,Specialty,4,Q2,1997,134.74,50.7394,72,21,21
F,M,Food,Produce,Specialty,5,Q2,1997,200.17,79.8116,92,27,28
F,M,Food,Produce,Specialty,6,Q2,1997,232.96,90.7137,107,31,32
F,M,Food,Produce,Specialty,7,Q3,1997,143.39,56.6568,77,24,25
F,M,Food,Produce,Specialty,8,Q3,1997,171.72,70.285,76,22,23
F,M,Food,Produce,Specialty,9,Q3,1997,144.71,56.1924,66,20,20
F,M,Food,Produce,Specialty,10,Q4,1997,203.63,78.0827,91,27,28
F,M,Food,Produce,Specialty,11,Q4,1997,185.3,73.4013,91,27,29
F,M,Food,Produce,Specialty,12,Q4,1997,236.09,93.3808,111,36,37
F,M,Food,Produce,Vegetables,1,Q1,1997,966.36,381.6412,457,116,144
F,M,Food,Produce,Vegetables,2,Q1,1997,885.37,359.1758,412,104,135
F,M,Food,Produce,Vegetables,3,Q1,1997,833.22,326.0556,385,106,129
F,M,Food,Produce,Vegetables,4,Q2,1997,779.28,315.8926,368,97,117
F,M,Food,Produce,Vegetables,5,Q2,1997,817.42,334.7503,374,100,127
F,M,Food,Produce,Vegetables,6,Q2,1997,877.84,355.4564,395,107,134
F,M,Food,Produce,Vegetables,7,Q3,1997,1061.27,417.6164,464,117,148
F,M,Food,Produce,Vegetables,8,Q3,1997,982.33,385.7784,437,108,139
F,M,Food,Produce,Vegetables,9,Q3,1997,853.83,350.5782,374,99,126
F,M,Food,Produce,Vegetables,10,Q4,1997,851.37,336.3648,409,98,125
F,M,Food,Produce,Vegetables,11,Q4,1997,1040.05,403.7308,496,116,156
F,M,Food,Produce,Vegetables,12,Q4,1997,906.36,361.2066,409,110,136
F,M,Food,Seafood,Seafood,1,Q1,1997,62.17,24.341,32,10,10
F,M,Food,Seafood,Seafood,2,Q1,1997,58.12,23.3948,31,11,11
F,M,Food,Seafood,Seafood,3,Q1,1997,70.7,28.1721,33,10,10
F,M,Food,Seafood,Seafood,4,Q2,1997,45.65,18.5064,19,6,6
F,M,Food,Seafood,Seafood,5,Q2,1997,92.06,37.973,43,13,14
F,M,Food,Seafood,Seafood,6,Q2,1997,36,14.5684,19,6,6
F,M,Food,Seafood,Seafood,7,Q3,1997,80.58,30.4824,38,12,12
F,M,Food,Seafood,Seafood,8,Q3,1997,47.43,18.2979,21,8,8
F,M,Food,Seafood,Seafood,9,Q3,1997,93.26,35.0587,43,15,15
F,M,Food,Seafood,Seafood,10,Q4,1997,64.15,25.5044,26,7,8
F,M,Food,Seafood,Seafood,11,Q4,1997,140.24,57.7522,68,20,21
F,M,Food,Seafood,Seafood,12,Q4,1997,146.4,58.7273,59,19,19
F,M,Food,Snack Foods,Snack Foods,1,Q1,1997,1560.49,628.8376,666,155,216
F,M,Food,Snack Foods,Snack Foods,2,Q1,1997,1533.62,608.2916,705,155,228
F,M,Food,Snack Foods,Snack Foods,3,Q1,1997,1731.44,672.061,789,162,244
F,M,Food,Snack Foods,Snack Foods,4,Q2,1997,1232.78,477.6158,555,146,181
F,M,Food,Snack Foods,Snack Foods,5,Q2,1997,1310.45,515.8902,599,141,191
F,M,Food,Snack Foods,Snack Foods,6,Q2,1997,1356.49,547.1247,591,148,190
F,M,Food,Snack Foods,Snack Foods,7,Q3,1997,1524.45,594.3505,693,159,230
F,M,Food,Snack Foods,Snack Foods,8,Q3,1997,1372.48,554.5195,611,147,198
F,M,Food,Snack Foods,Snack Foods,9,Q3,1997,1349.45,543.5388,611,140,201
F,M,Food,Snack Foods,Snack Foods,10,Q4,1997,1050.63,414.3572,471,124,157
F,M,Food,Snack Foods,Snack Foods,11,Q4,1997,1270.3,506.155,580,150,198
F,M,Food,Snack Foods,Snack Foods,12,Q4,1997,1446.7,579.0664,684,168,229
F,M,Food,Snacks,Candy,1,Q1,1997,326.34,128.6793,137,43,44
F,M,Food,Snacks,Candy,2,Q1,1997,356,141.7074,160,41,48
F,M,Food,Snacks,Candy,3,Q1,1997,425.18,166.2797,190,60,61
F,M,Food,Snacks,Candy,4,Q2,1997,316.01,126.51,141,40,45
F,M,Food,Snacks,Candy,5,Q2,1997,214.65,89.1322,100,32,33
F,M,Food,Snacks,Candy,6,Q2,1997,284.08,111.6053,132,38,44
F,M,Food,Snacks,Candy,7,Q3,1997,304.3,123.0185,156,46,51
F,M,Food,Snacks,Candy,8,Q3,1997,362.39,144.3541,174,52,56
F,M,Food,Snacks,Candy,9,Q3,1997,413.29,164.8445,165,50,56
F,M,Food,Snacks,Candy,10,Q4,1997,267.14,106.9088,135,43,44
F,M,Food,Snacks,Candy,11,Q4,1997,288.7,116.245,153,43,48
F,M,Food,Snacks,Candy,12,Q4,1997,319.07,131.3224,155,50,54
F,M,Food,Starchy Foods,Starchy Foods,1,Q1,1997,371.52,141.7887,157,45,47
F,M,Food,Starchy Foods,Starchy Foods,2,Q1,1997,230.48,92.2226,107,32,33
F,M,Food,Starchy Foods,Starchy Foods,3,Q1,1997,241.28,96.8078,106,33,34
F,M,Food,Starchy Foods,Starchy Foods,4,Q2,1997,281.92,107.0178,134,42,43
F,M,Food,Starchy Foods,Starchy Foods,5,Q2,1997,243.78,99.9662,108,32,34
F,M,Food,Starchy Foods,Starchy Foods,6,Q2,1997,180.78,72.1298,79,23,24
F,M,Food,Starchy Foods,Starchy Foods,7,Q3,1997,279.27,108.5283,120,37,41
F,M,Food,Starchy Foods,Starchy Foods,8,Q3,1997,267.58,109.4437,122,36,38
F,M,Food,Starchy Foods,Starchy Foods,9,Q3,1997,274.56,113.3182,126,34,39
F,M,Food,Starchy Foods,Starchy Foods,10,Q4,1997,253.88,98.7944,104,34,35
F,M,Food,Starchy Foods,Starchy Foods,11,Q4,1997,305.96,122.6106,126,38,42
F,M,Food,Starchy Foods,Starchy Foods,12,Q4,1997,382.43,159.4246,165,48,53
F,M,Non-Consumable,Carousel,Specialty,1,Q1,1997,5.52,2.4288,2,1,1
F,M,Non-Consumable,Carousel,Specialty,2,Q1,1997,31.43,13.5804,16,5,5
F,M,Non-Consumable,Carousel,Specialty,4,Q2,1997,19.51,6.9087,11,3,3
F,M,Non-Consumable,Carousel,Specialty,5,Q2,1997,36.55,15.0269,24,7,7
F,M,Non-Consumable,Carousel,Specialty,6,Q2,1997,19.95,7.0403,11,4,4
F,M,Non-Consumable,Carousel,Specialty,7,Q3,1997,28.78,11.491,14,5,5
F,M,Non-Consumable,Carousel,Specialty,8,Q3,1997,24.16,10.4524,14,4,4
F,M,Non-Consumable,Carousel,Specialty,9,Q3,1997,39.92,14.884,19,6,6
F,M,Non-Consumable,Carousel,Specialty,10,Q4,1997,18.6,6.886,9,3,3
F,M,Non-Consumable,Carousel,Specialty,11,Q4,1997,35.6,15.3606,21,7,7
F,M,Non-Consumable,Carousel,Specialty,12,Q4,1997,21.27,8.2368,15,5,5
F,M,Non-Consumable,Checkout,Hardware,1,Q1,1997,31.36,12.4737,15,4,4
F,M,Non-Consumable,Checkout,Hardware,2,Q1,1997,34.63,13.8847,20,6,7
F,M,Non-Consumable,Checkout,Hardware,3,Q1,1997,58.63,25.3577,28,9,9
F,M,Non-Consumable,Checkout,Hardware,4,Q2,1997,31.2,11.7531,11,4,4
F,M,Non-Consumable,Checkout,Hardware,5,Q2,1997,64.43,25.8726,22,8,8
F,M,Non-Consumable,Checkout,Hardware,6,Q2,1997,59.56,22.7074,23,7,7
F,M,Non-Consumable,Checkout,Hardware,7,Q3,1997,18.61,8.4413,11,4,4
F,M,Non-Consumable,Checkout,Hardware,8,Q3,1997,10.6,3.676,8,3,3
F,M,Non-Consumable,Checkout,Hardware,10,Q4,1997,24.71,9.7827,17,6,6
F,M,Non-Consumable,Checkout,Hardware,11,Q4,1997,78.09,33.032,29,10,10
F,M,Non-Consumable,Checkout,Hardware,12,Q4,1997,30.11,10.6888,14,4,4
F,M,Non-Consumable,Checkout,Miscellaneous,1,Q1,1997,35.47,13.6747,19,6,6
F,M,Non-Consumable,Checkout,Miscellaneous,2,Q1,1997,29.6,10.8332,12,4,4
F,M,Non-Consumable,Checkout,Miscellaneous,3,Q1,1997,71.99,31.9759,34,10,10
F,M,Non-Consumable,Checkout,Miscellaneous,4,Q2,1997,9.93,4.0599,6,2,2
F,M,Non-Consumable,Checkout,Miscellaneous,5,Q2,1997,13.8,5.152,6,2,2
F,M,Non-Consumable,Checkout,Miscellaneous,6,Q2,1997,58.1,23.3477,29,9,9
F,M,Non-Consumable,Checkout,Miscellaneous,7,Q3,1997,57.98,24.7258,25,8,8
F,M,Non-Consumable,Checkout,Miscellaneous,8,Q3,1997,25.38,10.2366,9,3,3
F,M,Non-Consumable,Checkout,Miscellaneous,9,Q3,1997,19.4,8.7096,9,4,4
F,M,Non-Consumable,Checkout,Miscellaneous,10,Q4,1997,40.31,17.0881,22,7,7
F,M,Non-Consumable,Checkout,Miscellaneous,11,Q4,1997,45.28,18.4954,25,8,8
F,M,Non-Consumable,Checkout,Miscellaneous,12,Q4,1997,63.38,24.8122,30,9,9
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,1,Q1,1997,341.65,131.558,161,49,55
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,2,Q1,1997,170.07,68.7444,77,25,27
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,3,Q1,1997,294.25,112.9101,147,45,48
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,4,Q2,1997,156.89,64.0756,75,21,23
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,5,Q2,1997,263.43,103.9582,134,41,44
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,6,Q2,1997,204.68,81.2559,111,37,38
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,7,Q3,1997,250.03,99.5056,124,38,40
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,8,Q3,1997,181.79,73.4765,95,29,33
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,9,Q3,1997,232.48,97.3986,112,36,37
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,10,Q4,1997,234.45,93.0592,107,32,37
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,11,Q4,1997,224.21,93.1492,123,35,42
F,M,Non-Consumable,Health and Hygiene,Bathroom Products,12,Q4,1997,287.74,114.3036,137,43,46
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,1,Q1,1997,55.64,21.7202,26,10,10
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,2,Q1,1997,44.64,17.103,30,9,9
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,3,Q1,1997,73.19,30.7963,40,13,14
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,4,Q2,1997,46.37,18.406,31,10,10
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,5,Q2,1997,32.13,12.645,17,6,6
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,6,Q2,1997,54.91,23.4614,25,7,8
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,7,Q3,1997,66.96,27.7879,37,12,12
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,8,Q3,1997,76.95,30.8589,34,11,11
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,9,Q3,1997,29.98,12.2332,16,5,5
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,10,Q4,1997,63.42,24.6648,30,9,9
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,11,Q4,1997,68.92,26.4892,42,13,13
F,M,Non-Consumable,Health and Hygiene,Cold Remedies,12,Q4,1997,80.42,32.9392,45,15,15
F,M,Non-Consumable,Health and Hygiene,Decongestants,1,Q1,1997,75.5,30.1071,40,13,13
F,M,Non-Consumable,Health and Hygiene,Decongestants,2,Q1,1997,68.88,29.6866,34,10,11
F,M,Non-Consumable,Health and Hygiene,Decongestants,3,Q1,1997,50.32,20.6002,27,9,9
F,M,Non-Consumable,Health and Hygiene,Decongestants,4,Q2,1997,55.42,23.6351,33,10,10
F,M,Non-Consumable,Health and Hygiene,Decongestants,5,Q2,1997,74.42,29.4037,40,13,14
F,M,Non-Consumable,Health and Hygiene,Decongestants,6,Q2,1997,51.94,22.2727,27,9,9
F,M,Non-Consumable,Health and Hygiene,Decongestants,7,Q3,1997,87.56,31.036,45,15,16
F,M,Non-Consumable,Health and Hygiene,Decongestants,8,Q3,1997,64.17,25.5751,34,11,11
F,M,Non-Consumable,Health and Hygiene,Decongestants,9,Q3,1997,79.08,30.8383,44,14,14
F,M,Non-Consumable,Health and Hygiene,Decongestants,10,Q4,1997,38.37,16.2587,26,8,8
F,M,Non-Consumable,Health and Hygiene,Decongestants,11,Q4,1997,82.2,33.2694,43,12,12
F,M,Non-Consumable,Health and Hygiene,Decongestants,12,Q4,1997,108.39,44.7787,56,17,18
F,M,Non-Consumable,Health and Hygiene,Hygiene,1,Q1,1997,139.37,56.3324,71,25,25
F,M,Non-Consumable,Health and Hygiene,Hygiene,2,Q1,1997,142.26,54.9681,72,25,25
F,M,Non-Consumable,Health and Hygiene,Hygiene,3,Q1,1997,179.55,71.0182,95,26,29
F,M,Non-Consumable,Health and Hygiene,Hygiene,4,Q2,1997,138.81,56.6258,73,22,23
F,M,Non-Consumable,Health and Hygiene,Hygiene,5,Q2,1997,116.27,44.4412,71,23,24
F,M,Non-Consumable,Health and Hygiene,Hygiene,6,Q2,1997,77.44,30.9419,48,15,15
F,M,Non-Consumable,Health and Hygiene,Hygiene,7,Q3,1997,104.72,40.9481,64,20,22
F,M,Non-Consumable,Health and Hygiene,Hygiene,8,Q3,1997,65.01,25.9831,38,14,14
F,M,Non-Consumable,Health and Hygiene,Hygiene,9,Q3,1997,120.54,45.8507,69,21,22
F,M,Non-Consumable,Health and Hygiene,Hygiene,10,Q4,1997,137.3,53.3382,79,24,24
F,M,Non-Consumable,Health and Hygiene,Hygiene,11,Q4,1997,126.71,52.6635,71,22,23
F,M,Non-Consumable,Health and Hygiene,Hygiene,12,Q4,1997,108.05,41.7839,65,20,21
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,1,Q1,1997,100.21,41.6987,43,14,14
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,2,Q1,1997,237.84,93.6751,84,24,24
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,3,Q1,1997,161.55,63.6577,68,22,23
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,4,Q2,1997,173.16,70.0631,67,21,21
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,5,Q2,1997,208.52,80.5933,80,26,27
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,6,Q2,1997,137.85,53.8201,58,18,18
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,7,Q3,1997,189.61,72.691,79,24,25
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,8,Q3,1997,177.31,70.6551,58,18,18
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,9,Q3,1997,188.99,76.7488,67,20,21
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,10,Q4,1997,155.59,62.2074,59,17,18
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,11,Q4,1997,133.57,52.4569,62,22,23
F,M,Non-Consumable,Health and Hygiene,Pain Relievers,12,Q4,1997,140.64,55.9891,72,22,24
F,M,Non-Consumable,Household,Bathroom Products,1,Q1,1997,33.83,14.1243,27,7,7
F,M,Non-Consumable,Household,Bathroom Products,2,Q1,1997,37.96,13.2675,24,7,8
F,M,Non-Consumable,Household,Bathroom Products,3,Q1,1997,59.46,23.2629,33,11,11
F,M,Non-Consumable,Household,Bathroom Products,4,Q2,1997,4.38,1.6284,6,2,2
F,M,Non-Consumable,Household,Bathroom Products,5,Q2,1997,21.41,9.1037,17,7,7
F,M,Non-Consumable,Household,Bathroom Products,6,Q2,1997,32.57,13.5572,32,9,9
F,M,Non-Consumable,Household,Bathroom Products,7,Q3,1997,17.21,6.6775,17,5,5
F,M,Non-Consumable,Household,Bathroom Products,8,Q3,1997,28.48,9.6399,14,5,5
F,M,Non-Consumable,Household,Bathroom Products,9,Q3,1997,25.57,10.4045,17,6,6
F,M,Non-Consumable,Household,Bathroom Products,10,Q4,1997,12.69,5.2899,7,2,2
F,M,Non-Consumable,Household,Bathroom Products,11,Q4,1997,15.31,5.8409,13,5,5
F,M,Non-Consumable,Household,Bathroom Products,12,Q4,1997,17.96,6.1054,18,8,8
F,M,Non-Consumable,Household,Candles,1,Q1,1997,25.13,9.4777,12,3,4
F,M,Non-Consumable,Household,Candles,2,Q1,1997,20.75,8.219,13,4,4
F,M,Non-Consumable,Household,Candles,3,Q1,1997,23.13,8.6868,9,3,3
F,M,Non-Consumable,Household,Candles,4,Q2,1997,14.22,5.2886,12,4,4
F,M,Non-Consumable,Household,Candles,5,Q2,1997,26.46,10.506,13,4,4
F,M,Non-Consumable,Household,Candles,6,Q2,1997,34.1,13.5867,23,7,7
F,M,Non-Consumable,Household,Candles,7,Q3,1997,27.51,10.287,18,6,6
F,M,Non-Consumable,Household,Candles,8,Q3,1997,23.48,8.8198,14,4,4
F,M,Non-Consumable,Household,Candles,9,Q3,1997,19.2,9.01,13,5,5
F,M,Non-Consumable,Household,Candles,10,Q4,1997,19.92,8.2008,14,4,4
F,M,Non-Consumable,Household,Candles,11,Q4,1997,32.24,11.2535,19,7,7
F,M,Non-Consumable,Household,Candles,12,Q4,1997,42.25,16.8236,21,8,8
F,M,Non-Consumable,Household,Cleaning Supplies,1,Q1,1997,217.43,86.9172,101,33,33
F,M,Non-Consumable,Household,Cleaning Supplies,2,Q1,1997,164.55,66.8687,79,26,27
F,M,Non-Consumable,Household,Cleaning Supplies,3,Q1,1997,119.48,49.5882,61,20,21
F,M,Non-Consumable,Household,Cleaning Supplies,4,Q2,1997,175.18,69.9257,88,26,28
F,M,Non-Consumable,Household,Cleaning Supplies,5,Q2,1997,171.2,64.292,75,25,26
F,M,Non-Consumable,Household,Cleaning Supplies,6,Q2,1997,127.4,52.3388,68,19,21
F,M,Non-Consumable,Household,Cleaning Supplies,7,Q3,1997,134.42,53.9545,72,23,25
F,M,Non-Consumable,Household,Cleaning Supplies,8,Q3,1997,108.88,47.5409,54,16,18
F,M,Non-Consumable,Household,Cleaning Supplies,9,Q3,1997,154.57,60.4973,66,21,23
F,M,Non-Consumable,Household,Cleaning Supplies,10,Q4,1997,131.86,55.4243,73,26,26
F,M,Non-Consumable,Household,Cleaning Supplies,11,Q4,1997,170.81,67.3363,81,23,23
F,M,Non-Consumable,Household,Cleaning Supplies,12,Q4,1997,110.75,45.4275,68,22,23
F,M,Non-Consumable,Household,Electrical,1,Q1,1997,393.92,154.9881,154,48,51
F,M,Non-Consumable,Household,Electrical,2,Q1,1997,270.59,108.0708,107,41,41
F,M,Non-Consumable,Household,Electrical,3,Q1,1997,164.78,63.8761,77,27,27
F,M,Non-Consumable,Household,Electrical,4,Q2,1997,303.29,122.5449,135,44,46
F,M,Non-Consumable,Household,Electrical,5,Q2,1997,260.43,102.7785,112,36,37
F,M,Non-Consumable,Household,Electrical,6,Q2,1997,252.61,105.5084,105,36,37
F,M,Non-Consumable,Household,Electrical,7,Q3,1997,292.73,117.2522,130,36,42
F,M,Non-Consumable,Household,Electrical,8,Q3,1997,337.45,133.6969,144,45,47
F,M,Non-Consumable,Household,Electrical,9,Q3,1997,310.32,121.4237,136,39,47
F,M,Non-Consumable,Household,Electrical,10,Q4,1997,219.86,88.9834,94,31,35
F,M,Non-Consumable,Household,Electrical,11,Q4,1997,339.08,135.8485,135,44,45
F,M,Non-Consumable,Household,Electrical,12,Q4,1997,336.22,133.2702,153,48,48
F,M,Non-Consumable,Household,Hardware,1,Q1,1997,89.25,36.2019,41,14,14
F,M,Non-Consumable,Household,Hardware,2,Q1,1997,73.27,29.3089,33,10,10
F,M,Non-Consumable,Household,Hardware,3,Q1,1997,106.83,43.2997,49,14,14
F,M,Non-Consumable,Household,Hardware,4,Q2,1997,41.94,18.9086,21,7,7
F,M,Non-Consumable,Household,Hardware,5,Q2,1997,62.7,24.3893,27,8,8
F,M,Non-Consumable,Household,Hardware,6,Q2,1997,41.3,16.2467,17,5,5
F,M,Non-Consumable,Household,Hardware,7,Q3,1997,69.55,27.0945,37,12,13
F,M,Non-Consumable,Household,Hardware,8,Q3,1997,56.4,20.7276,26,9,9
F,M,Non-Consumable,Household,Hardware,9,Q3,1997,71.21,28.3552,29,9,10
F,M,Non-Consumable,Household,Hardware,10,Q4,1997,77,29.9542,43,13,13
F,M,Non-Consumable,Household,Hardware,11,Q4,1997,35.38,14.8476,17,5,5
F,M,Non-Consumable,Household,Hardware,12,Q4,1997,94.62,38.0086,47,13,13
F,M,Non-Consumable,Household,Kitchen Products,1,Q1,1997,153.22,64.9709,79,23,23
F,M,Non-Consumable,Household,Kitchen Products,2,Q1,1997,173.84,67.0133,78,23,24
F,M,Non-Consumable,Household,Kitchen Products,3,Q1,1997,243.76,97.018,117,39,39
